蕊,ruǐ ,,3,0,0,0,0,0,0,0,0,0,2,0,0
薇,wēi ,,1,0,0,1,0,0,0,0,0,0,2,0,0
菁,jīng ,,1,0,0,1,0,0,0,0,0,0,2,0,0
梦,mèng ,,4,0,0,1,0,0,0,1,0,1,0,0,0
岚,lán ,,2,0,0,2,0,0,0,0,0,0,1,0,1
苑,yuàn ,,4,0,0,1,0,0,0,0,0,1,1,0,0
婕,jié ,,2,2,0,0,0,0,0,0,0,1,0,0,0
馨,xīn ,,1,2,0,1,0,0,0,0,0,0,0,0,0
瑗,yuàn ,,4,0,0,0,0,0,0,0,2,0,0,0,0
琰,yǎn ,,3,0,0,0,0,0,0,2,2,0,0,0,0
韵,yùn ,,4,0,0,2,0,0,1,0,0,0,0,0,0
融,róng ,,2,1,1,0,0,1,0,0,0,0,0,0,2
园,yuán ,,2,0,0,0,0,0,0,0,0,0,1,0,1
艺,yì ,,4,0,0,0,0,0,2,0,0,2,0,0,0
咏,yǒng ,,3,2,0,0,0,0,0,0,0,1,0,0,0
卿,qīng ,,1,2,0,0,0,0,0,0,0,1,0,0,0
聪,cōng ,,1,0,0,0,2,0,0,0,0,0,0,0,0
澜,lán ,,2,0,0,0,0,2,0,0,0,0,0,0,1
纯,chún ,,2,0,0,0,0,0,0,2,0,0,0,2,0
爽,shuǎng ,,3,0,0,0,2,0,0,1,0,0,0,0,2
琬,wǎn ,,3,0,0,1,0,0,0,0,2,0,0,0,0
茗,míng ,,2,0,0,1,0,0,0,0,2,0,0,0,0
羽,yǔ ,,3,0,0,1,0,0,0,1,0,0,0,0,2
希,xī ,,1,0,0,0,0,0,0,1,2,0,0,0,0
宁,níng ,,2,0,0,1,0,0,1,2,0,0,0,0,0
欣,xīn ,,1,0,0,0,0,1,0,2,0,0,0,0,0
飘,piāo ,,1,0,0,1,0,0,0,0,0,0,0,0,2
育,yù ,,4,0,0,0,0,1,2,0,0,0,0,0,0
滢,yíng ,,2,0,0,2,0,0,0,0,0,0,1,1,0
馥,fù ,,4,1,0,2,0,1,0,0,0,0,0,0,0
筠,jun,,1,0,0,1,0,0,0,0,0,0,0,2,0
柔,róu ,,2,0,0,1,0,0,0,0,0,0,1,1,0
竹,zhú ,,2,0,0,0,0,0,0,0,0,1,0,2,0
霭,ǎi ,,3,0,0,0,0,1,0,0,0,0,1,0,0
凝,níng ,,2,0,0,1,0,1,0,0,0,0,1,0,0
晓,xiǎo ,,3,0,2,0,0,0,1,0,0,0,0,0,0
欢,huān ,,1,0,0,0,0,0,0,2,0,0,0,0,0
霄,xiāo ,,1,2,0,0,0,2,0,0,0,0,0,0,0
伊,yī ,,1,0,0,1,0,0,0,0,0,2,0,0,0
亚,yà ,,4,0,0,0,0,0,2,0,0,0,0,0,0
宜,yí ,,2,0,1,0,0,0,2,2,0,0,0,0,0
可,kě ,,3,0,0,0,0,0,2,2,0,0,0,0,0
姬,jī ,,1,2,0,0,0,0,0,1,0,1,2,0,0
舒,shū ,,1,0,0,1,0,0,0,1,0,0,0,0,2
影,yǐng ,,3,0,0,1,0,0,0,0,0,1,0,0,0
荔,lì ,,4,0,0,0,0,0,0,1,0,0,1,0,0
枝,zhī ,,1,0,0,0,1,0,1,0,0,0,0,0,0
思,sī ,,1,0,1,0,0,0,0,0,0,1,0,0,0
丽,lì ,,4,0,0,0,0,0,0,0,0,0,2,0,0
芬,fēn ,,1,1,0,1,0,0,0,2,0,0,0,0,0
芳,fāng ,,1,1,0,0,0,0,0,2,0,0,2,0,0
燕,yàn ,,4,0,0,0,0,0,0,2,0,0,0,0,1
莺,yīng ,,1,0,0,1,1,0,0,0,0,1,1,0,0
媛,yuán ,,2,0,0,0,0,0,0,0,1,0,2,0,0
艳,yàn ,,4,0,0,0,0,0,0,0,0,0,2,0,0
珊,shān ,,1,0,0,1,0,0,0,0,1,0,1,0,0
莎,shā ,,1,0,0,1,0,0,0,0,0,1,0,0,0
蓉,róng ,,2,0,0,0,0,0,0,0,0,0,2,0,0
眉,méi ,,2,0,0,1,0,0,0,0,0,0,2,0,0
君,jūn,,1,2,0,0,0,1,1,0,1,0,0,2,0
琴,qín ,,2,0,0,1,0,0,0,0,0,2,0,0,0
毓,yù ,,4,0,0,0,0,2,0,1,0,0,0,0,0
悦,yuè ,,4,0,0,0,0,0,0,2,0,0,0,0,0
昭,zhāo ,,1,0,0,0,0,2,0,0,0,0,0,0,0
冰,bīng ,,1,0,0,0,0,0,0,0,0,0,2,2,0
枫,fēng ,,1,0,0,1,0,0,0,0,0,0,1,0,0
芸,yún ,,2,0,0,0,0,2,0,0,0,0,0,0,0
菲,fēi ,,1,0,0,2,0,0,0,0,0,0,0,0,0
寒,hán ,,2,0,0,0,0,2,1,0,0,0,0,0,0
锦,jǐn ,,3,0,0,0,0,0,0,2,0,0,2,0,0
玲,líng ,,2,0,0,0,2,0,0,2,1,0,0,0,0
秋,qiū ,,1,0,0,0,0,0,2,2,0,0,0,0,0
秀,xiù ,,4,0,0,1,0,0,0,2,1,0,2,0,0
娟,juān ,,1,0,1,2,0,0,0,0,0,0,2,0,0
英,yīng ,,1,0,2,0,0,0,0,0,1,0,2,0,0
华,huá ,,2,2,2,0,0,0,0,0,1,0,2,0,0
慧,huì ,,4,0,2,0,0,0,0,0,0,1,0,0,0
巧,qiǎo ,,3,0,0,0,2,0,1,2,0,1,0,0,0
美,měi ,,3,0,0,0,0,0,0,2,0,0,2,2,0
娜,nà ,,4,0,0,2,0,0,0,0,0,0,0,0,0
静,jìng ,,4,0,0,1,0,0,0,1,0,0,0,1,0
淑,shū ,,1,0,0,0,0,0,0,0,0,0,2,2,0
惠,huì ,,4,0,2,0,0,0,0,0,0,0,0,2,0
珠,zhū ,,1,0,0,1,0,0,0,0,2,0,0,1,0
翠,cuì ,,4,0,0,0,1,0,0,0,2,0,0,0,0
雅,yǎ ,,3,0,0,2,0,0,1,1,0,1,0,0,0
芝,zhī ,,1,0,0,0,0,0,0,0,0,0,2,2,0
玉,yù ,,4,0,0,0,0,0,0,0,2,0,2,1,0
萍,píng ,,2,0,0,0,0,0,0,0,0,0,0,0,2
红,hóng ,,2,1,0,0,0,0,0,2,0,1,0,0,0
月,yuè ,,4,0,0,0,0,0,2,1,0,0,0,0,0
彩,cǎi ,,3,1,0,0,0,0,0,2,0,0,1,0,0
春,chūn ,,1,0,0,0,0,0,2,1,0,0,0,0,0
菊,jú ,,2,0,0,0,0,0,0,0,0,0,1,2,0
兰,lán ,,2,0,0,0,0,0,0,0,0,0,0,2,0
凤,fèng ,,4,0,0,0,0,0,0,2,0,0,0,0,0
洁,jié ,,2,0,0,0,0,0,0,0,0,0,0,2,0
梅,méi ,,2,0,0,1,0,0,0,0,0,0,1,2,0
琳,lín ,,2,0,0,0,0,0,0,0,2,0,0,0,0
素,sù ,,4,0,0,1,0,0,1,1,0,0,0,1,0
云,yún ,,2,0,0,0,0,0,0,0,0,2,0,0,2
莲,lián ,,2,0,0,1,0,0,0,0,0,0,1,2,0
真,zhēn ,,1,0,0,0,0,0,0,0,0,0,0,2,0
环,huán ,,2,0,0,0,0,0,0,0,2,0,0,0,0
雪,xuě ,,3,0,1,0,0,0,0,1,0,0,1,0,0
荣,róng ,,2,2,0,0,0,0,0,2,0,0,0,0,0
爱,ài ,,4,0,0,0,0,0,0,0,2,0,0,0,0
妹,mèi ,,4,0,0,0,0,0,2,0,0,0,0,0,0
霞,xiá ,,2,0,0,0,0,0,0,0,0,0,2,0,0
香,xiāng ,,1,0,0,0,0,0,0,2,0,0,0,0,0
瑞,ruì ,,4,1,0,0,0,0,0,2,0,0,0,0,0
凡,fán ,,2,0,0,0,0,1,0,1,0,0,0,0,0
佳,jiā ,,1,0,0,0,0,0,0,2,0,0,2,2,0
嘉,jiā ,,1,0,0,0,0,0,0,2,0,0,2,2,0
琼,qióng ,,2,0,0,0,0,0,0,0,2,0,2,0,0
勤,qín ,,2,1,0,0,1,0,0,0,0,0,0,1,0
珍,zhēn ,,1,0,0,0,0,0,0,0,2,0,1,0,0
贞,zhēn ,,1,0,0,0,0,0,0,0,0,0,0,2,0
莉,lì ,,4,0,0,1,0,0,0,0,0,0,2,0,0
桂,guì ,,4,0,0,1,0,0,0,0,2,0,0,0,0
娣,dì ,,4,0,0,0,0,0,2,0,0,0,0,0,0
叶,yè ,,4,0,0,0,0,0,2,0,0,0,0,0,0
璧,bì ,,4,0,0,0,0,0,0,0,2,0,2,0,0
璐,lù ,,4,0,0,0,0,0,0,0,2,0,2,0,0
娅,yà ,,4,0,0,0,0,0,2,0,0,0,0,0,0
琦,qí ,,2,0,0,0,0,0,0,2,2,0,0,0,0
晶,jīng ,,1,0,0,0,0,0,0,0,2,0,0,0,0
妍,yán ,,2,0,0,0,1,0,0,0,0,0,2,0,0
茜,qiàn ,,4,0,0,0,0,0,0,2,0,0,0,0,0
黛,dài ,,4,0,0,2,0,0,0,0,0,2,0,0,0
青,qīng ,,1,0,0,0,0,0,2,2,0,0,0,0,0
倩,qiàn ,,4,0,0,0,0,0,0,0,0,0,2,0,0
婷,tíng ,,2,0,0,0,0,0,0,0,0,0,2,0,0
姣,jiāo ,,1,0,0,0,0,0,0,0,0,0,2,0,0
婉,wǎn ,,3,0,0,1,0,0,0,0,0,0,2,0,0
娴,xián ,,2,0,0,2,1,0,0,0,0,0,2,0,0
瑾,jǐn ,,3,0,0,0,0,0,0,0,2,0,2,0,0
颖,yǐng ,,3,0,2,0,0,0,0,0,0,0,0,0,0
露,lù ,,4,0,0,0,0,0,0,0,1,0,1,0,1
瑶,yáo ,,2,0,0,0,0,0,0,0,2,0,2,0,0
怡,yí ,,2,0,0,0,0,0,0,2,0,0,0,0,0
婵,chán ,,2,0,0,1,0,0,0,0,0,0,2,0,0
雁,yàn ,,4,0,0,0,0,1,1,0,0,0,0,0,0
蓓,bèi ,,4,0,0,0,0,0,0,2,0,0,0,0,0
纨,wán ,,2,0,0,0,0,0,0,0,2,0,0,0,0
仪,yí ,,2,0,0,0,0,0,2,0,0,0,0,0,0
荷,hé ,,2,0,0,1,0,0,0,0,0,0,2,0,0
丹,dān ,,1,2,0,0,0,1,0,0,0,0,0,0,0
